ID,GR,DEEP_RES,DENS,SP
97,91.4788,9.9724,2.3939,49.7656
98,82.1736,10.7348,2.3912,46.6406
99,82.2595,9.228,2.2919,33.9063
100,90.6506,9.371,2.2443,37.6563
101,82.1454,10.9364,2.2116,41.4844
102,83.9719,10.5841,2.4251,41.3281
103,88.8245,11.9014,2.4864,41.875
104,85.7698,8.1223,2.4547,42.4219
105,99.3848,14.868,2.4831,44.8438
106,86.3978,7.4171,2.4899,46.3281
107,75.923,4.9338,2.5022,53.0469
108,81.1463,7.9851,2.4215,53.125
109,95.1034,7.3142,2.4429,52.5
110,101.8109,7.722,2.4442,52.5781
111,86.1701,6.5803,2.4584,53.125
112,80.3468,6.1386,2.444,50.8594
113,98.6428,6.7352,2.3171,51.875
114,86.541,7.7909,2.2988,52.4219
115,84.3717,7.3978,2.3265,51.875
116,87.9961,7.1457,2.4874,52.2656
117,80.5466,6.3892,2.4553,51.875
118,83.1728,7.1792,2.4084,49.8438
119,85.0562,7.8766,2.4598,50.625
120,74.8101,7.0583,2.5937,50.625
121,85.3134,6.5646,2.538,48.125
122,93.1062,8.7712,2.4857,48.125
123,82.5165,6.77,2.5702,48.4028
124,98.6998,6.5762,2.6334,50
125,81.3174,6.8629,2.6002,49.2969
126,75.1237,6.4454,2.4378,55
127,86.1126,6.4895,2.5879,51.875
128,94.3328,6.6932,2.5388,52.3438
129,94.5041,6.8633,2.5055,51.3194
130,91.3927,7.1147,2.6439,48.75
131,77.7214,7.3601,2.2646,40.625
132,98.1007,10.776,2.5455,45.3125
133,96.6456,7.9572,2.6498,48.125
134,104.5224,7.54,2.6782,48.75
135,108.2335,6.9572,2.717,47.9688
136,91.9352,7.1209,2.6635,47.1094
137,107.6909,7.0871,2.645,49.375
138,87.626,7.4362,2.7181,48.75
139,77.9213,7.252,2.7705,48.75
140,85.9418,7.0115,2.8015,48.75
141,90.3082,6.0887,2.7012,47.5
142,93.534,6.3295,2.7174,50
143,87.6538,6.9517,2.7602,50.2344
144,80.0619,6.572,2.7524,49.9219
145,87.0834,7.325,2.778,49.375
146,89.7093,7.0308,2.7294,48.75
147,85.8845,7.89,2.8218,46.25
148,94.3049,7.6289,2.7582,45.625
149,85.9132,6.0325,2.6926,44.375
150,101.8969,6.242,2.6242,44.375
151,85.5131,6.7321,2.746,44.4531
152,108.29,6.4599,2.6076,43.6806
153,138.6598,7.3061,2.5904,43.8281
154,103.8942,6.6848,2.8121,43.75
155,112.0013,6.7811,2.8021,44.1406
156,105.0082,6.5248,2.7987,45.625
157,85.6277,7.2265,2.7775,44.5833
158,99.2994,6.9457,2.7603,44.4444
159,104.6941,7.1143,2.7509,44.375
160,88.7108,6.8416,2.718,45.4167
161,105.8644,6.8016,2.7247,45
162,86.5126,6.7952,2.7352,44.2969
163,89.5096,6.7698,2.7929,43.75
164,86.7407,6.5585,2.6392,45.625
165,86.5124,5.9876,2.3981,44.2188
166,94.105,5.9375,2.3629,43.75
167,102.2394,7.5525,2.5468,41.25
168,87.1126,7.3828,2.7971,38.125
169,124.4742,7.569,3.0583,38.75
170,106.6635,6.4449,3.2761,38.6719
171,92.5349,6.5026,3.0632,39.7656
172,82.8587,7.3741,3.0775,40
173,99.2994,6.8107,2.7483,43.125
174,90.1089,6.394,2.8838,42.5
175,96.5026,7.3439,3.0691,42.5
176,79.3768,6.716,2.8198,27.5
177,95.9035,6.9676,3.9572,28.125
178,107.1484,6.6331,3.8382,28.5156
179,107.6913,6.6099,3.8768,28.2813
180,92.3641,6.3254,3.832,30.3906
181,94.5048,6.3132,3.8189,36.9531
182,90.0518,7.2359,3.9689,44.375
183,87.5118,6.5733,4.3107,44.2188
184,99.4424,6.5035,3.8043,44.375
185,96.7023,6.5285,3.5982,46.875
186,147.9651,2.9309,2.3523,-1.4583
187,167.0311,12.1605,2.493,-8.125
188,160.6375,10.4781,2.4154,-10.625
189,157.0416,10.073,2.4669,-11.6406
190,171.6265,9.3275,2.3895,-13.125
191,167.1168,10.5279,2.3962,-14.375
192,164.263,9.4698,2.4253,-14.5313
193,163.6635,10.2029,2.3653,-15.5469
194,191.4075,11.6575,2.4465,-16.875
195,163.435,11.2964,2.416,-5
196,154.644,9.4554,2.3987,-7.4306
197,179.1058,11.2019,2.4125,-13.4821
198,161.893,11.8521,2.4586,-12.8125
199,161.0384,12.284,2.4037,-15
200,181.3595,12.1892,2.4799,-15.5469
201,182.2447,13.3873,2.4391,-18.125
202,163.2367,13.2105,2.423,-15.625
203,161.8374,11.4439,2.4103,-18.125
204,166.2605,12.4061,2.4582,-18.125
205,170.0859,11.9284,2.439,-20.9375
206,184.9848,13.0614,2.4137,-18.5417
207,162.5791,12.7049,2.4333,-20.625
208,166.7762,12.8288,2.4276,-20.1389
209,163.0929,11.3942,2.4737,-23.125
210,157.6984,12.0539,2.4102,-23.4375
211,168.2883,13.0846,2.4344,-20.625
212,187.9823,14.1063,2.4795,-23.3594
213,168.4025,12.8552,2.4575,-24.5313
214,163.5788,10.8386,2.4357,-25
215,174.7107,12.6174,2.4115,-25.2083
216,154.4164,10.1967,2.4126,-27.5781
217,159.1823,10.5005,2.4434,-28.0469
218,163.0934,11.172,2.4305,-27.6563
219,181.8456,11.1245,2.4765,-26.875
220,189.866,11.5031,2.4064,-27.3438
221,167.1183,10.2211,2.4211,-27.5
222,170.5147,9.8421,2.4296,-26.7188
223,158.3839,8.4448,2.3788,-25.625
224,163.693,8.2083,2.4545,-28.1944
225,173.3685,11.2133,2.4128,-36.1719
226,158.6692,10.8736,2.4455,-37.5
227,161.1818,11.1621,2.4033,-29.375
228,156.0152,11.5007,2.5389,-33.125
229,164.8915,10.196,2.3945,-36.875
230,157.9566,10.7207,2.3702,-36.7969
231,165.1769,11.1936,2.4473,-35
232,157.299,9.6153,2.423,-37.5
233,163.6359,10.319,2.4336,-38.0469
234,157.9552,11.1912,2.4671,-37.6563
235,166.5467,9.9946,2.4083,-38.75
236,179.2769,10.6578,2.3926,-39.375
237,169.8584,10.7462,2.3988,-42.7344
238,176.1381,10.8237,2.3444,-43.125
239,162.0945,10.4771,2.4475,-44.6094
240,173.7687,12.8053,2.3928,-44.2188
241,169.2021,11.655,2.469,-47.0313
242,175.5098,13.6614,2.4347,-51.875
243,164.0349,12.5117,2.4456,-49.375
244,177.5643,12.0347,2.4038,-49.8438
245,175.1389,11.2665,2.3984,-50.625
246,166.8901,12.0146,2.4535,-54.8438
247,163.3216,11.5887,2.4406,-60.9375
248,169.7726,13.3823,2.3963,-61.0156
249,174.996,16.4729,2.4564,-63.5938
250,181.4468,13.9018,2.4306,-64.375
251,172.1417,11.7346,2.4378,-65.4688
252,164.7205,12.6793,2.4476,-60.3906
253,188.6967,13.873,2.4381,-59.2969
254,153.7319,11.9674,2.413,-56.7969
255,183.559,16.0682,2.4569,-50
256,187.8121,15.5186,2.4671,-49.375
257,164.3793,12.4535,2.4514,-50.625
258,146.9387,14.2996,2.4589,-48.75
259,164.8932,14.2092,2.4275,-50.3906
260,192.8064,14.2197,2.3968,-52.1094
261,175.1383,13.3855,2.4144,-54.2361
262,157.1563,12.7175,2.4581,-55
263,149.0507,14.9675,2.4187,-54.0625
264,161.3532,12.3505,2.4735,-51.0938
265,177.1372,14.5377,2.452,-47.8125
266,167.3191,14.5528,2.39,-49.375
267,173.369,14.2328,2.4461,-50.5469
268,157.6136,11.6355,2.4435,-51.25
269,183.3604,14.2944,2.5016,-48.75
270,140.7169,13.3688,2.4287,-51.875
271,159.4978,18.3478,2.4675,-53.75
272,167.6897,19.5826,2.457,-51.6406
273,166.8323,14.9823,2.4597,-49.6875
274,164.8358,13.9647,2.4274,-47.5
275,153.4477,17.5252,2.5153,-46.25
276,176.6239,14.7513,2.4581,-46.25
277,157.6134,15.5468,2.4464,-48.2813
278,170.0589,13.2802,2.4913,-48.125
279,174.4259,12.8479,2.4903,-48.5417
280,170.8297,12.1638,2.4754,-50.5469
281,173.0845,12.0106,2.4779,-50.8594
282,160.8392,11.0477,2.4528,-51.25
283,167.6328,10.7691,2.4556,-53.125
284,161.2107,11.2577,2.4487,-53.75
285,162.7519,10.2221,1.9809,-58.5156
286,395.2932,8.3444,2.2422,-65.1563
287,172.9991,6.6427,2.3856,-110.625
288,125.5598,6.3215,2.1311,-58.5156
289,125.5323,9.8132,2.3758,-75.625
290,139.9461,11.3279,2.3101,-63.5156
291,141.7163,11.3427,2.3354,-63.125
292,139.2325,13.2985,2.5502,-62.1875
293,140.746,12.1575,2.4702,-62.5
294,136.6077,15.4127,2.5137,-64.375
295,138.2907,11.8062,2.3385,-65
296,147.882,18.291,2.4373,-65.625
297,161.0971,21.0565,2.4256,-69.0625
298,162.8378,22.8901,2.3503,-69.375
299,155.674,24.4384,2.4563,-71.0156
300,137.863,10.4005,2.4013,-70.3906
301,126.0748,9.4601,2.4932,-70.3125
302,104.2963,5.9302,2.4762,-101.875
303,99.0726,4.1186,2.4422,-67.5
304,108.6066,5.1324,2.6304,-66.7188
305,99.0157,4.7904,2.5395,-65.7813
306,100.4717,5.9424,2.6267,-66.875
307,100.8995,6.8235,2.6722,-67.3611
308,98.3026,5.2377,2.6922,-69.375
309,99.9005,4.9411,2.7032,-68.9063
310,89.2255,4.425,2.4011,-70
311,102.241,5.0501,2.5069,-71.0938
312,72.5846,7.3181,2.8256,-71.25
313,89.711,7.0269,2.5692,-72.5
314,157.5861,16.0335,2.5376,-87.3438
315,163.4949,17.3421,2.5303,-118.125
316,129.3284,7.8699,2.5263,-92.8906
317,114.0866,27.5145,2.6772,-151.1719
318,71.3865,14.8874,2.6062,-85.4688
319,76.1531,28.2763,2.7028,-84.4444
320,79.5496,53.2118,2.8005,-83.2813
321,79.8066,31.0052,2.6321,-83.125
322,84.1168,45.5095,2.5891,-71.875
323,72.4138,99.3804,2.7824,-71.9444
324,89.3974,112.6696,2.82,-71.25
325,81.5477,115.6496,2.8029,-71.8056
326,83.0893,130.6402,2.7468,-70.625
327,77.8372,90.1021,2.7708,-77.3438
328,76.1247,89.8455,2.8047,-73.125
329,77.6659,74.37,2.7504,-73.75
330,85.5154,73.0704,2.6939,-76.7969
331,104.582,76.8455,2.6116,-75.9028
332,107.1796,123.1247,2.7051,-73.125
333,94.3634,83.5544,2.8172,-73.125
334,90.2248,60.5292,2.7901,-73.6719
335,84.7166,31.0006,2.6111,-75
336,84.3452,61.0673,2.6191,-75
337,94.3062,50.9,2.7507,-97.7344
338,117.541,47.4584,2.679,-72.5
339,127.2743,29.2331,2.6329,-72.0313
340,74.5261,105.5937,2.8472,-74.375
341,71.1297,123.5924,2.8188,-73.8281
342,71.5291,119.5007,2.8384,-73.9063
343,77.8663,110.7535,2.8266,-81.25
344,67.6758,119.3738,2.8558,-80.625
345,71.472,135.5835,2.8458,-80.625
346,63.1377,159.2715,2.7857,-73.6719
347,67.1334,72.4374,2.8846,-71.8056
348,107.4944,154.8357,2.6633,-72.6563
349,72.1286,102.8052,2.6208,-71.3281
350,61.7959,48.8166,2.786,-66.1719
351,79.1505,25.8193,2.6373,-64.375
352,69.0174,22.7932,2.7738,-65.3472
353,62.3389,86.9546,2.8602,-169.8438
354,66.4772,109.3793,2.811,-179.3056
355,67.9331,172.2408,2.8499,-181.25
356,88.2844,114.808,2.7761,-70.0694
357,81.091,151.022,2.7282,-71.7969
358,71.7579,140.4064,2.7899,-72.5
359,68.5039,70.0051,2.8774,-88.9063
360,63.0238,85.0012,2.8438,-82.8125
361,206.3397,24.8856,2.2589,-84.1406
362,206.7966,34.4117,2.2778,-84.375
363,65.1359,311.4257,2.7784,-80.3125
364,58.2571,136.6011,2.9529,-82.8906
365,73.1281,133.4289,2.9079,-76.875
366,58.3713,87.0396,2.7475,-80.625
367,58.7421,354.9374,2.9003,-75.625
368,68.4758,162.4213,2.8311,-72.8906
369,68.4757,162.0459,2.8137,-78.2639
370,68.333,128.3923,2.8517,-75.625
371,62.9382,57.9875,2.8061,-76.0938
372,58.4285,107.9898,2.5639,-101.25
373,57.9432,83.3363,2.8708,-78.8889
374,72.5574,133.6456,2.8077,-79.375
375,61.7394,109.1596,2.9536,-82.1875
376,55.7455,224.9283,2.8981,-84.5833
377,56.9443,176.5652,2.9406,-77.9861
378,59.0565,398.9848,2.9015,-77.6389
379,61.9676,492.2097,2.8344,-3.5156
380,62.1105,246.786,2.8533,-1.6406
381,63.338,155.1771,2.8648,2.4219
382,65.8786,148.3274,2.8091,5
383,69.1322,181.0134,2.8007,5.625
384,78.6086,174.2118,2.7004,8.125
385,50.5506,192.0504,2.8211,17.5
386,52.6912,132.2087,2.9679,17.5
387,140.262,237.3915,2.6169,32.9167
388,152.6794,415.1377,2.6058,33.6719
389,147.456,384.5516,2.4576,31.875
390,127.0758,249.4482,2.5635,38.4375
391,118.1415,123.1047,2.6745,39.375
392,79.437,240.7988,2.679,35.5469
393,76.3827,105.8151,2.851,39.1406
394,69.0471,135.9632,2.8217,39.9219
395,69.5894,131.8215,2.8357,40
396,72.0155,77.7193,2.7976,39.375
397,62.4249,80.3824,2.8573,41.3281
398,69.104,97.0366,2.6744,39.375
399,69.703,120.7596,2.7786,36.875
400,68.8181,189.5668,2.7878,36.5625
401,132.7846,290.6401,2.5721,36.875
402,141.3477,298.6601,2.6171,37.4219
403,135.297,415.9813,2.6223,37.5
404,146.3431,788.9445,2.6051,37.3438
405,129.7884,530.4211,2.5725,39.375
406,129.3028,227.2942,2.5928,40.9375
407,132.2709,293.3533,2.5504,36.875
408,125.5352,120.5711,2.5797,36.875
409,92.7098,63.2997,2.5466,37.1094
410,158.5885,681.3553,2.5955,40.625
411,164.0979,401.8634,2.584,40.625
412,177.0278,319.2077,2.6042,30.625
413,163.8403,624.9584,2.5586,37.5
414,154.45,533.8085,2.5101,38.75
415,161.9282,531.3334,2.5313,37.4219
416,162.0715,158.8386,2.5884,38.9063
417,169.1495,439.4596,2.5957,37.3438
418,163.1834,1485.0448,2.5963,36.3281
419,164.1544,231.0512,2.6495,44.375
420,168.1807,1365.0858,2.5895,37.4219
421,158.7606,689.2318,2.598,37.1094
422,136.467,604.7255,2.6169,41.7361
423,140.3209,338.3896,2.6357,52.3611
424,142.0625,701.1064,2.6288,51.7969
425,142.5195,672.6931,2.6336,55.8594
426,140.8068,1197.4762,2.6021,55.8594
427,138.4664,914.3549,2.6122,56.875
428,121.996,1335.1116,2.6028,56.4063
429,140.9209,852.2159,2.6424,60.7031
430,127.2487,370.7174,2.6014,61.6406
431,140.5783,485.0364,2.5856,64.2188
432,189.6447,584.5841,2.5326,66.875
433,177.7433,1137.071,2.5279,70.5469
434,185.5916,1389.0238,2.5407,66.5625
435,183.994,852.1097,2.5684,71.6406
436,186.9908,582.0264,2.5496,71.875
437,190.1307,421.2133,2.5182,71.9531
438,215.3641,351.8688,2.5357,71.875
439,207.7709,513.8037,2.5567,71.9531
440,212.253,1437.7849,2.5472,72.4219
441,203.9464,869.7132,2.6036,71.25
442,125.6503,512.4639,2.6698,67.8906
443,110.893,1833.9958,2.6522,63.9063
444,114.4327,549.0674,2.6407,63.2639
445,126.735,977.3997,2.6245,51.4063
446,127.0771,1032.0426,2.5776,30.5469
447,146.1166,902.1072,2.6597,73.8281
448,128.3624,761.2727,2.6657,73.5156
449,135.0698,1008.9629,2.6352,73.5938
450,121.9405,1260.2241,2.6784,76.25
451,125.4797,645.0748,2.6375,48.3594
452,124.5951,111.8371,2.6602,62.1875
453,122.8244,193.2303,2.6289,75
454,120.142,734.5078,2.6345,85.5469
455,117.3451,897.1132,2.6457,85.3906
456,165.3558,648.1454,2.5327,80.9375
457,193.1867,1457.5741,2.6371,81.875
458,195.0706,772.8282,2.6546,82.1875
459,175.888,1066.1552,2.615,83.2031
460,254.1847,1042.7476,2.5899,80.9375
461,232.1771,844.1378,2.6147,80.625
462,225.8406,595.4583,2.6078,80
463,254.6994,1174.6345,2.4749,78.125
464,201.6632,349.7213,2.5655,79.4531
465,192.3312,943.1738,2.5969,79.2969
466,190.7893,297.4089,2.5827,77.5
467,181.6261,206.2219,2.6,77.8125
468,177.7726,386.0523,2.6095,77.5
469,171.9792,351.5996,2.6433,80.8594
470,171.4072,489.7957,2.6122,80.8594
471,182.9671,278.6594,2.5462,71.875
472,181.8266,1433.5342,2.5581,71.1719
473,153.8237,1323.5042,2.5825,63.8281
474,177.9158,1950,2.5254,55
475,164.8703,1498.5735,2.5546,68.75
476,179.7996,473.8893,2.593,68.75
477,178.257,1811.069,2.5935,68.6607
478,178.8291,920.0692,2.5774,68.75
479,244.6238,1886.1636,2.5704,68.125
480,189.7333,1006.0403,2.5969,67.5
481,184.7662,847.6889,2.5935,66.875
482,181.6271,1011.0218,2.6089,63.8393
483,169.8375,1526.7236,2.5853,69.375
484,149.1722,317.1594,2.5945,71.25
485,169.4097,866.6761,2.5941,71.25
486,158.5922,250.1964,2.5606,70
487,172.3507,1826.0752,2.5476,70.625
488,201.58,1360.1117,2.569,71.6406
489,180.257,1916.9205,2.5903,69.375
490,187.3928,1394.4912,2.5811,8.8281
491,213.5392,896.0179,2.5837,10
492,244.3096,580.3326,2.5942,9.8214
493,233.9479,756.8315,2.5713,8.2031
494,256.4698,944.3022,2.6049,6.3281
495,160.9326,1408.9508,2.5859,5
496,191.9029,148.2859,2.4682,4.5313
497,199.2686,870.3851,2.5638,0.8594
498,188.0778,309.7343,2.5871,4.6875
499,169.7238,300.164,2.5993,6.875
500,169.6677,1049.3429,2.5557,9.4531
501,184.4819,682.6353,2.5474,10.9375
502,214.7668,419.3643,2.5739,10
503,317.5549,292.4841,2.3386,9.375
504,321.779,640.259,2.5155,8.9063
505,275.9388,438.886,2.5459,10.4688
506,323.6921,461.4839,2.569,13.125
507,267.0038,644.1278,2.6011,14.0625
508,237.6037,430.4873,2.5632,15.4688
509,270.4008,1669.3998,2.5724,15.2344
510,290.7531,1528.9832,2.5765,17.5
511,282.4746,1085.4614,2.575,30.8594
512,290.0112,860.5119,2.5689,32.9688
513,278.1082,575.7301,2.5826,36.3281
514,202.6364,1779.2061,2.578,39.7656
515,263.549,410.0026,2.5669,34.0625
516,179.0293,486.2238,2.5561,42.2656
517,206.7464,514.0287,2.5775,38.4375
518,199.7244,371.7701,2.5648,37.9688
519,247.4796,475.1613,2.2486,42.9688
520,274.8241,516.847,2.5339,46.0156
521,278.0513,1103.9824,2.4939,52.5
522,291.1512,480.0841,2.5538,53.4375
523,270.0869,423.1378,2.571,53.75
524,292.5518,716.0569,2.5164,51.7969
525,305.0532,1497.7661,2.5639,43.0469
526,253.1319,931.585,2.5573,36.1719
527,282.2176,1067.5398,2.5223,55.625
528,54.0057,463.212,2.766,54.6875
529,158.364,628.5485,2.5584,53.75
530,174.8059,491.9517,2.5862,54.5313
531,180.4284,829.7009,2.5556,54.0625
532,159.1922,1439.5925,2.5505,54.0625
533,175.9478,1164.1445,2.5736,54.2188
534,279.3351,1950,2.5513,53.9844
535,289.6392,1258.4945,2.5717,52.0313
536,188.7352,1756.6482,2.5896,48.9063
537,205.2635,743.2254,2.5648,46.6964
538,406.0443,1340.2754,2.5579,39.4531
539,260.0686,1628.6049,2.5766,43.5938
540,304.199,1172.7712,2.5507,50.1563
541,278.9363,1431.3479,2.5451,37.4219
542,311.8193,1439.4648,2.5678,50.625
543,337.7102,633.0286,2.5599,31.25
544,270.1158,1642.5887,2.5638,54.375
545,279.3076,1804.851,2.541,53.5156
546,287.7295,1752.9044,2.5627,52.2656
547,280.4485,1950,2.5832,50.8594
548,221.3341,1086.2275,2.5792,49.4531
549,244.4831,1303.262,2.571,52.5
550,217.509,1044.3534,2.5741,39.1964
551,258.0993,1665.3988,2.5866,57.9688
552,239.2304,650.4429,2.5496,57.8125
553,191.5627,969.7397,2.5868,53.9844
554,216.3379,104.4547,2.539,49.7656
555,296.7205,452.8775,2.5709,51.4844
556,275.7673,1008.2059,2.5648,52.5781
557,250.6486,1950,2.5718,50.5469
558,160.8761,930.1484,2.551,50
559,160.0211,608.926,2.5603,71.7188
560,198.4411,1554.1436,2.6011,97.5
561,259.5261,1412.4276,2.5813,102.0536
562,264.6645,1489.0149,2.5237,103.2813
563,270.773,551.9342,2.5873,103.75
564,295.6637,1218.4583,2.5396,103.75
565,182.6281,1525.8533,2.5829,107.0313
566,184.085,1421.5044,2.5947,107.5
567,176.375,704.498,2.6051,108.125
568,120.429,551.4974,2.6712,108.125
569,74.9292,452.9777,2.7041,108.125
570,87.4599,355.6685,2.6706,108.2813
571,139.2968,1163.2085,2.6751,108.125
572,175.0344,243.28,2.5761,102.4219
573,174.2072,561.0465,2.6085,109.6875
574,189.3913,488.9153,2.5739,109.8214
575,157.4229,150.9913,2.5637,109.9219
576,162.9606,369.5628,2.6178,113.125
577,188.9355,822.413,2.5887,111.25
578,120.1717,318.0804,2.6428,108.5938
579,101.4187,309.8319,2.6395,108.5938
580,167.0147,226.1534,2.593,106.1719
581,172.8081,680.6584,2.5386,104.0625
582,184.2547,1148.7722,2.5573,103.2813
583,148.2038,220.2351,2.5583,105.5469
584,159.5643,1236.3781,2.5591,103.9844
585,171.0951,411.752,2.559,105.5469
586,174.1492,864.3223,2.5332,105.625
587,202.7801,1298.6716,2.5488,102.5893
588,191.5617,385.7687,2.5628,103.125
589,195.7581,299.4574,2.5816,52.8125
590,197.4999,1264.0248,2.6005,86.25
591,159.5072,1016.9092,2.5356,107.5
592,157.3663,648.6155,2.5303,103.3036
593,166.8134,361.9671,2.5253,103.125
594,164.2159,579.0901,2.5256,102.5
595,175.8053,1499.3219,2.5632,111.7188
596,175.0345,325.7313,2.5524,112.5
597,232.8085,287.9928,2.5891,110.625
598,294.0385,836.6083,2.575,111.6406
599,199.1556,339.1093,2.6036,111.875
600,186.5382,316.3131,2.5987,111.875
601,155.1391,837.8306,2.5859,112.1429
602,174.6638,995.4818,2.603,109.8438
603,191.5621,254.7607,2.5779,110.7143
604,229.8972,1130.8208,2.5563,107.3438
605,275.7686,286.4056,2.6062,111.875
606,212.8857,83.1959,2.586,114.375
607,221.8205,272.3219,2.6188,114.9219
608,237.4616,794.9631,2.5732,114.375
609,214.3695,582.1234,2.614,110.2344
610,240.944,1106.0392,2.5835,106.7969
611,236.8333,199.0957,2.6174,102.5
612,177.1466,953.9767,2.5474,109.6094
613,209.4312,715.9492,2.5616,110
614,236.1204,1881.2197,2.5878,107.8906
615,220.1628,1871.7253,2.5624,106.875
616,254.5589,866.7642,2.5742,105.625
617,225.4443,603.6362,2.5555,103.0469
618,191.9611,482.6435,2.5785,99.2969
619,227.9553,220.7759,2.6084,110
620,206.8056,373.2292,2.5943,116.5625
621,232.9504,375.2104,2.587,118.0469
622,241.1425,491.2449,2.5742,115.1563
623,220.3636,321.9959,2.6025,112.8906
624,231.7808,252.0589,2.619,108.5156
625,214.0202,653.7029,2.5815,118.3594
626,229.947,148.4598,2.558,115.7031
627,206.7755,1084.5675,2.5989,110.8594
628,172.6376,197.5407,2.487,122.5
629,213.1413,1950,2.7269,124.7656
630,196.0147,201.0027,2.3045,125.7639
631,220.1345,292.1676,2.5824,124.375
632,238.004,1946.9436,2.3661,121.0156
633,218.1658,697.4649,2.5602,120.625
634,220.7623,99.3538,2.6069,121.0938
635,214.5965,113.8755,2.5849,121.3281
636,188.8224,466.1771,2.5933,123.125
637,205.5199,167.6533,2.6132,121.0156
638,189.7637,113.4133,2.605,121.875
639,193.5031,820.089,2.5237,103.2031
640,201.4666,565.9385,2.5804,125
641,214.6545,623.9478,2.3899,125
642,214.8831,1950,2.557,125.0781
643,179.7156,1072.4094,2.3971,123.4375
644,229.2112,87.2812,2.5143,74.0625
645,193.788,1121.1731,2.0883,92.7679
646,234.6359,179.2934,2.5484,124.2857
